hotel_names,star_rating,distance_from_center,swimmingpool,breakfast,breakfast_and_dinner,free_cancellation,address,Air conditioning,Heating,WiFi is available in all areas and is free of charge.,City view,Wardrobe or closet,Soundproofing,TV,Coffee machine,Private bathroom,Lift,Safety deposit box,Pets are allowed. Charges may be applicable.,24-hour front desk,Bar,Room service,Fitness centre,Spa lounge/relaxation area,Electric kettle,Minibar,Tea/Coffee maker,Restaurant,Parking garage,Airport shuttle,Non-smoking rooms,24-hour security,Towels,Facilities for disabled guests,Hairdryer,Iron,Electric vehicle charging station,city
B&B HOTEL Lyon Centre Monplaisir,2,3400,0,0,0,1,"9 rue Antoine Lumière, 8th arr., 69008 Lyon, France",1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2
Hôtel Maison Lacassagne Lyon,4,4900,0,1,0,1,"245 Avenue Lacassagne, 3rd arr., 69003 Lyon, France",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,2
Les Annexes de l'Hôtel Tête d'Or,0,1900,0,0,0,1,"62 Rue Garibaldi, 6th arr., 69006 Lyon, France",1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2
Hôtel Villa Berlioz,3,1300,0,1,0,1,"12 Cours Charlemagne, 2nd arr., 69002 Lyon, France",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,2
MiHotel Charité,0,600,0,1,0,1,"31 Rue de la Charité, 2nd arr., 69002 Lyon, France",1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,2
ibis Lyon Gerland Musée des Confluences,3,2800,0,1,0,1,"68 Avenue Leclerc, 7th arr., 69007 Lyon, France",1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,2
Hotel de Bretagne,1,700,0,0,0,1,"10 rue Dubois, 2nd arr., 69002 Lyon, France",0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
Hôtel de La Marne,2,900,0,1,0,1,"78 rue de la Charité, 2nd arr., 69002 Lyon, France",1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2
Hotel de Normandie,2,1100,0,0,0,0,"3 Rue du Bélier, 2nd arr., 69002 Lyon, France",0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,2
MiHotel Blandan,0,1200,0,0,1,1,"42 Rue Sergent Blandan, 1st arr., 69001 Lyon, France",1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,2
Share Inn,0,250,0,0,0,1,"21 Rue Massena, 06000 Nice, France",1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,4
Hôtel Apollinaire Nice,4,400,0,1,0,1,"25 Boulevard Dubouchage, 06000 Nice, France",1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,4
Goldstar Apartments & Suites,4,700,0,1,0,1,"45, Rue Maréchal Joffre, 06000 Nice, France",1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,4
Le Meridien Nice,4,400,1,1,0,1,"1, promenade des Anglais, 06000 Nice, France",1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,4
Best Western Plus Hôtel Massena Nice,4,100,0,1,0,1,"58, rue Gioffredo, 06000 Nice, France",1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,4
Hotel Le Negresco,5,1000,0,0,0,1,"37 Promenade Des Anglais, 06000 Nice, France",1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,4
AC Hotel Nice by Marriott,4,1400,1,1,0,1,"59 Promenade des Anglais, 06000 Nice, France",1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,4
Trocadero,2,800,0,0,0,1,"7, Rue de Belgique, 06000 Nice, France",1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4
Westminster Hotel & Spa Nice,4,800,0,0,0,0,"27 Promenade Des Anglais, 06000 Nice, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,4
Best Western Premier Hotel Roosevelt,4,300,0,1,0,1,"16 Rue Marechal Joffre, 06000 Nice, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,4
Club Inn,0,500,0,0,0,1,"11 Rue Massenet, 06000 Nice, France",1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,4
Hotel Du Midi,3,800,0,0,0,1,"16 rue d'Alsace-Lorraine, 06000 Nice, France",1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,4
Hotel Saint Gothard,3,800,0,0,0,1,"20 Rue Paganini, 06000 Nice, France",1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,4
Hotel Boréal Nice,3,400,0,1,0,1,"9, Rue Paul Déroulède, 06000 Nice, France",1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4
Residhome Nice Promenade,3,1500,0,0,0,1,"3-5 Boulevard François Grosso, 06000 Nice, France",1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,4
Splendid Hotel & Spa Nice,4,800,1,1,0,1,"50, Boulevard Victor Hugo, 06000 Nice, France",1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,4
Albert 1er,3,250,0,1,0,1,"4 avenue Max Gallo, 06000 Nice, France",1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,4
Hotel Florence Nice,3,400,0,1,0,1,"3 rue Paul Déroulède, 06000 Nice, France",1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,4
Hotel d'Ostende,2,800,0,0,0,1,"3, Rue d'Alsace-Lorraine , 06000 Nice, France",1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4
"Hôtel de France, un hôtel AMMI",3,1000,0,1,0,1,"58 Rue De France, 06000 Nice, France",1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,4
"Le Windsor, Jungle Art Hotel",4,700,1,1,0,1,"11, Rue Dalpozzo, 06000 Nice, France",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,4
Hotel La Villa Nice Victor Hugo,3,450,0,1,0,1,"19 Boulevard Victor Hugo, 06000 Nice, France",1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,4
Hotel Busby,3,600,0,1,0,1,"38 Rue Marechal Joffre, 06000 Nice, France",1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,4
Hôtel Le Petit Palais,4,900,1,1,0,1,"17, Av. Emile Bieckert, 06000 Nice, France",1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,4
The Deck Hotel by Happyculture,4,400,0,1,0,1,"2 Rue Maccarani, 06000 Nice, France",1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,4
Mercure Nice Promenade Des Anglais,4,450,0,1,0,1,"2 Rue Halévy, 06000 Nice, France",1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,4
Residhome Nice Aéroport,0,5600,0,0,0,1,"455 Promenade des Anglais, batiment Nouvel'R, Arenas, 06200 Nice, France",1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,4
Ibis Styles Nice Centre Port,3,1100,0,1,0,1,"8 Rue Emmanuel Phillibert, 06300 Nice, France",1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,4
La Malmaison Nice Boutique Hôtel,4,800,0,1,0,1,"48, Boulevard Victor Hugo, 06000 Nice, France",1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,4
Best Western Hotel Lakmi Nice,3,600,0,0,0,1,"44 avenue du Maréchal Foch, 06000 Nice, France",1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,4
Hotel Le Grimaldi by Happyculture,4,400,0,1,0,1,"15 rue Grimaldi , 06000 Nice, France",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,4
Le Dortoir Boutique Suites,0,200,0,0,0,1,"11 rue Paradis, 06000 Nice, France",1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,4
Ajoupa Aparthotel AMMI Massena,2,100,0,1,0,1,"4 rue Massena, 06000 Nice, France",1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,4
Hôtel Esprit d'Azur,3,1300,0,1,0,1,"4 Rue Barberis, Riquier, 06300 Nice, France",1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,4
Hotel Paganini,3,800,0,0,0,1,"20 Rue d'Alsace-Lorraine, 06000 Nice, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4
Locarno,3,1500,0,1,0,1,"4 Avenue Des Baumettes, 06000 Nice, France",1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,4
Hôtel Vendôme,3,350,0,1,0,1,"26 Rue Pastorelli, 06000 Nice, France",1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,4
Hôtel Amaryllis,3,800,0,0,0,1,"5 rue d'Alsace-Lorraine, 06000 Nice, France",1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4
Campanile Nice Aéroport,3,5600,0,1,0,1,"459 - 461 Promenade Des Anglais, L'arenas, Arenas, 06200 Nice, France",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,4
Hotel La Villa Nice Promenade,4,1200,0,1,0,1,"11 Rue Saint Philippe, 06000 Nice, France",1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,4
"Le Riviera Collection, Signature Collection by Best Western",4,900,0,1,0,1,"36, Rue Rossini, 06000 Nice, France",1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,4
Bristol Nice,3,800,0,1,0,1,"22, rue Paganini, 06000 Nice, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4
Hotel Saint Georges,4,600,0,0,0,1,"7 Avenue Georges Clémenceau, 06000 Nice, France",1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,4
Anantara Plaza Nice Hotel,5,200,0,0,1,1,"12 Avenue de Verdun, 06000 Nice, France",1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,4
"Hôtel Du Centre, un hôtel AMMI",2,700,0,0,0,1,"2 Rue De Suisse, 06000 Nice, France",1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,4
Nice Excelsior Centre ville,4,800,0,1,0,1,"19 avenue Durante, 06000 Nice, France",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,4
Best Western Plus Hôtel Brice Garden Nice,4,700,0,1,0,1,"44, rue du Maréchal-Joffre, 06000 Nice, France",1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,4
Ibis Styles Nice Centre Gare,3,700,0,1,0,1,"3-5 Avenue Durante, 06000 Nice, France",1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,4
Mercure Nice Centre Notre Dame,4,700,1,0,0,1,"28 Avenue Notre Dame, 06000 Nice, France",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,4
Palm Hôtel Nice,3,400,0,0,0,1,"8 Rue Maccarani, 06000 Nice, France",1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,4
Hotel Villa Victoria,4,600,0,1,0,1,"33, boulevard Victor Hugo, 06000 Nice, France",1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,4
Hotel Aston La Scala,4,200,1,1,0,1,"12 Felix Faure, 06000 Nice, France",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,4
Best Western Alba,4,700,0,1,0,1,"41 Avenue Jean Medecin, 06000 Nice, France",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,4
Hotel Aria,3,700,0,1,0,1,"15, Avenue Auber, 06000 Nice, France",1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,4
Hôtel Byakko Nice,3,800,0,1,0,1,"6 Rue Miron, 06000 Nice, France",1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4
Hôtel Le Royal Promenade des Anglais,3,700,0,0,0,1,"23, Promenade Des Anglais, 06000 Nice, France",1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,4
Hotel Solara,2,450,0,0,0,1,"7, Rue de France, 06000 Nice, France",1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,4
Hôtel Nice Azur Riviera,4,900,0,1,0,1,"19 Rue Assalit, 06000 Nice, France",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,4
Hotel Nap By HappyCulture,3,250,0,1,0,1,"44 Rue Pastorelli, 06000 Nice, France",1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4
Sonder at Yelo Jean Médecin,4,800,0,1,0,1,"47 bis avenue Jean Médecin, 06000 Nice, France",1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,4
Boutique Hotel Nice Côte d'azur,4,800,0,1,0,0,"18 Avenue Durante, 06000 Nice, France",1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,4
Best Western Plus Nice Cosy Hotel,4,800,0,1,0,1,"3 rue de Belgique, 06000 Nice, France",1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,4
Hotel Beau Rivage,4,250,0,1,0,1,"24 Rue Saint François De Paule, 06300 Nice, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,4
Villa Otero by Happyculture,4,1000,0,1,0,1,"58 Rue Hérold, 06000 Nice, France",1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,4
Sheraton Nice Airport,4,5800,1,1,0,1,"480 Promenade des Anglais, Arenas, 62000 Nice, France",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,4
Hotel Suisse,4,900,0,1,0,1,"15 Quai Rauba-Capeu, 06300 Nice, France",1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,4
Hotel Le Saint Paul,3,1800,0,0,0,1,"29, Bd Franck Pilatte, Mont Boron, 06300 Nice, France",1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,4
Hôtel Univers,4,100,0,1,0,1,"2, Rue De La Liberté, 06000 Nice, France",1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4
Boscolo Nice Hotel & Spa,5,350,1,1,0,1,"12 Boulevard Victor Hugo, 06000 Nice, France",1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,4
The Jay Hotel by HappyCulture,4,700,0,0,0,1,"21 Rue Meyerbeer, 06000 Nice, France",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,4
Hôtel West End Promenade,4,900,0,1,0,1,"31, Promenade Des Anglais, 06000 Nice, France",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,4
Nemea Appart'hôtel Nice Riviera,4,4900,0,0,0,1,"373 Promenade des Anglais, Arenas, 06200 Nice, France",1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,4
Aparthotel Adagio Access Nice Acropolis,2,1100,1,0,0,1,"42 Boulevard Risso, Riquier, 06300 Nice, France",1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,4
Hotel So’Co by Happyculture,3,1000,0,1,0,1,"27 Avenue Thiers, 06000 Nice, France",1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,4
"Holiday Inn Nice, an IHG Hotel",4,450,0,1,0,1,"20 Boulevard Victor Hugo, 06000 Nice, France",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,4
"Holiday Inn Express - Nice - Grand Arenas, an IHG Hotel",3,5800,0,1,0,1,"165 Boulevard René Cassin , Arenas, 06200 Nice, France",1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,4
Villa Bougainville by Happyculture,4,1000,0,1,0,1,"29 Avenue Thiers, 06000 Nice, France",1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,4
Hotel Apogia Nice,4,1400,0,1,0,1,"26, rue smolett, Riquier, 06300 Nice, France",1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,4
Radisson Blu Hotel Nice,4,3200,1,1,0,1,"223 promenade Des Anglais, Fabron, 06200 Nice, France",1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,4
NH Nice,4,1500,1,1,0,1,"2-4, Parvis de L'Europe, 06300 Nice, France",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,4
Villa Berlioz,0,1000,0,0,0,1,"55 Rue Berlioz, 06000 Nice, France",1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,4
HOTEL AMOUR NICE,0,1200,1,0,0,0,"3, avenue des Fleurs, 06000 Nice, France",1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,4
Adagio Nice Centre,4,1500,1,1,0,1,"22, Boulevard Du Général Louis Delfino, Riquier, 06300 Nice, France",1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,4
Twenty's Business Flats Nice Angely,0,2200,0,0,0,1,"7 Rue Albert Voisin, 06300 Nice, France",0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
Hotel 64 Nice,4,900,0,1,0,1,"64 avenue Jean Médecin, 06000 Nice, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,4
Hotel Nice Riviera,4,200,1,0,0,1,"45-47, rue Pastorelli, 06000 Nice, France",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,4
Hôtel les Cigales,3,600,0,1,0,1,"16 Rue Dalpozzo, 06000 Nice, France",1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,4
Novotel Nice Centre Vieux Nice,4,1400,1,1,0,1,"8-10 Parvis de l'Europe, 06300 Nice, France",1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,4
Hôtel Helvétique,3,150,0,0,0,1,"47 Rue de L'Hôtel des Postes, 06000 Nice, France",1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,4
Aparthotel Adagio Nice Promenade des Anglais,4,2700,0,0,0,1,"179 Promenade des Anglais, 06200 Nice, France",1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,4
ApartHotel Riviera - Old Town Promenade des Anglais,0,700,0,0,0,1,"Different Addresses in Old Town / Promenade des Anglais, please check your email confirmation, 06300 Nice, France",1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,4
Hotel Le Meurice,3,350,0,0,0,1,"14 Avenue De Suede, 06000 Nice, France",1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,4
Hotel Khla Nice,3,800,0,0,1,1,"31 rue Paganini, 06000 Nice, France",1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,4
Hotel Villa Les Cygnes,3,1700,0,0,0,0,"6, Avenue Chateau de la Tour, 06000 Nice, France",1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4
Hotel 66 Nice,4,800,0,1,0,1,"6, rue de Belgique, 06000 Nice, France",1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,4
Radisson Hotel Nice Airport,4,6000,1,1,0,1,"24 rue Costes et Bellonte, Arenas, 06200 Nice, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,4
Hotel Villa Rivoli,3,900,0,1,0,1,"10, Rue De Rivoli, 06000 Nice, France",1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,4
Hotel Carlton Nice,3,500,0,1,0,1,"26 Boulevard Victor Hugo, 06000 Nice, France",1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4
Campanile Hotel Nice Centre Acropolis,3,900,0,1,0,1,"58, Boulevard risso, 06300 Nice, France",1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,4
Arome Hotel,3,1100,0,0,0,1,"65, Rue de la Buffa, 06000 Nice, France",1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,4
Hotel De Suède,3,350,0,1,0,1,"18 Avenue De Suède, 06000 Nice, France",1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4
Hotel des Dames,1,1400,0,1,0,1,"10 Rue Barberis, Riquier, 06300 Nice, France",0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,4
Boutique Hôtel Neptune Nice,0,50,0,0,0,1,"2 Rue Massena, 06000 Nice, France",1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,4
Mercure Nice Centre Grimaldi,4,350,0,1,0,1,"6, Rue Grimaldi, 06000 Nice, France",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,4
Novotel Nice Arenas Aeroport,4,5700,0,1,0,1,"455 Promenade Des Anglais, Arenas, 06299 Nice, France",1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,4
Mercure Nice Marché Aux Fleurs,4,400,0,1,0,1,"91 Quai Des États Unis, 06300 Nice, France",1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,4
Hotel Villa Rose,3,2000,0,1,0,1,"43 Avenue Bellevue, 06100 Nice, France",1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,4
Aparthotel Adagio Access Nice Magnan,2,2200,1,0,0,1,"12 Avenue de la Californie, 06200 Nice, France",1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4
Hôtel Monsigny,3,1200,0,1,0,1,"17, avenue Malaussena, 06000 Nice, France",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,4
Résidence Lamartine - Nice,4,700,0,1,0,1,"34 rue Lamartine, 06000 Nice, France",1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,4
